name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,conditions,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/11/03,21.1,7.1,12,21.1,2.8,11.5,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/12/03,12,8.1,9.5,12,4.1,7.5,Rain, Overcast,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/13/03,12,7,9.7,12,3.6,8.1,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/14/03,14.1,6.1,10.3,14.1,3.7,10,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/15/03,14.1,7,9.8,14.1,4.5,8.6,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/16/03,11.1,7.9,8.6,11.1,3.1,4.9,Rain, Overcast,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/17/03,15.1,8.1,10.4,15.1,4.6,9.1,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/18/03,15.1,9.1,12.5,15.1,7.1,12.4,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/19/03,16.2,9.1,13.3,16.2,8.6,13.2,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/20/03,13.2,8,10.3,13.2,7,10,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/21/03,13,7,9.3,13,2.6,7.6,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/22/03,12.1,9,10.9,12.1,6.6,10.4,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/23/03,14.1,8.2,12,14.1,5.4,11.7,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/24/03,12.6,7.9,9.6,12.6,4.1,8.1,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/25/03,13.1,7.2,10.2,13.1,4.1,9.8,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/26/03,15.1,8.2,12.2,15.1,7,12.2,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/27/03,15.1,10,11.9,15.1,10,11.9,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/28/03,16.3,8.9,12.6,16.3,8.9,12.6,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/29/03,20.3,11.1,15.1,20.3,11.1,15.1,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/30/03,17,12,15.3,17,12,15.3,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/31/03,16,12,14.2,16,12,14.1,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/01/03,17,7,12.3,17,3,11.3,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/02/03,22,10.1,14.8,22,10.1,14.8,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/03/03,15.1,7.1,12.8,15.1,7.1,12.8,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/04/03,15,10.1,12.3,15,10.1,12.3,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/05/03,15,9.1,11.5,15,6.5,11.2,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/06/03,20.1,9.1,13.5,20.1,7.6,13.4,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/07/03,18,12.8,14.4,18,12.8,14.4,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/08/03,18.8,10.1,13.5,18.8,10.1,13.5,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/09/03,19,10.2,15.3,19,10.2,15.3,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/10/03,14.2,10.1,12.6,14.2,10.1,12.6,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/11/03,25,11.1,16.7,25,11.1,16.7,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/12/03,18,12.2,15,18,12.2,15,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/13/03,17.1,10.4,14.3,17.1,10.4,14.4,Rain, Overcast,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/14/03,21,14.1,17.7,21,14.1,17.7,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/15/03,21,14.1,17.8,21,14.1,17.8,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/16/03,18.1,13.1,15.3,18.1,13.1,15.4,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/17/03,18.3,14.2,16,18.3,14.2,16,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/18/03,22.1,15.1,17.5,22.1,15.1,17.6,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/19/03,20.1,16,17.8,20.1,16,17.8,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/20/03,18.1,13.9,16.1,18.1,13.9,16.1,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/21/03,19.1,15.7,17.6,19.1,15.7,17.6,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/22/03,29,14.1,22.1,28.3,14.1,21.8,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/23/03,25.2,18.5,21.4,25.2,18.5,21.4,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/24/03,32.1,15.1,21.2,31.6,15.1,21.1,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/25/03,25.6,18.2,21.9,25.6,18.2,21.9,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/26/03,26.3,18.2,21.6,26.3,18.2,21.6,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/27/03,25,14.3,19,25,14.3,19,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/28/03,24.1,13.8,18.5,24.1,13.8,18.5,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/29/03,20.3,15.1,18.4,20.3,15.1,18.4,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/30/03,21.2,15,17.9,21.2,15,17.8,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/01/03,24.1,14.2,19.4,24.1,14.2,19.4,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/02/03,25.2,15.2,20.8,25.2,15.2,20.8,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/03/03,27.2,17.1,21.2,28.1,17.1,21.3,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/04/03,28.2,18.2,21.9,30.4,18.2,22.2,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/05/03,29.4,16.3,20.7,30.8,16.3,20.8,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/06/03,27.1,16.8,21.5,27.4,16.8,21.5,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/07/03,23.1,18.1,20,23.1,18.1,20,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/08/03,29,17.2,23.3,29.9,17.2,23.7,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/09/03,23.1,15.2,19.6,23.1,15.2,19.6,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/10/03,19.1,16.1,17.5,19.1,16.1,17.5,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/11/03,19.6,15.1,17.8,19.6,15.1,17.8,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/12/03,19,14.1,16.2,19,14.1,16.2,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/13/03,24.1,11.2,16.1,24.1,11.2,16.1,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/14/03,25.1,12.1,18.4,25.1,12.1,18.4,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/15/03,22.1,16.2,18.8,22.1,16.2,18.8,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/16/03,22,13.1,17.4,22,13.1,17.4,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/17/03,27.1,10.2,17.6,27.5,10.2,17.6,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/18/03,21.8,16,19.5,21.8,16,19.5,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/19/03,27,10.2,18.2,27.6,10.2,18.3,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/20/03,18.1,12.7,16,18.1,12.7,16,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/21/03,20.7,13.2,17.1,20.7,13.2,17.1,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/22/03,21,14,18.6,21,14,18.6,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/23/03,23,17,19.9,23,17,19.9,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/24/03,22.2,17.2,19.6,22.2,17.2,19.6,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/25/03,23.5,14.1,18.2,23.5,14.1,18.2,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/26/03,24.1,16.2,18,24.1,16.2,18,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/27/03,28,17.3,21.2,30.6,17.3,21.6,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/28/03,23,15,18.9,23,15,18.9,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/29/03,22.3,13.1,18.1,22.3,13.1,18.1,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/30/03,25.1,14.1,19.3,25.1,14.1,19.3,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/31/03,21.2,18.1,20,21.2,18.1,20,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/01/03,21.2,17.1,19.4,21.2,17.1,19.4,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/02/03,21.1,18.7,19.4,21.1,18.7,19.4,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/03/03,21.1,17.9,19.6,21.1,17.9,19.6,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/04/03,26.1,18.1,21.7,26.1,18.1,21.7,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/05/03,22.6,19.7,21,22.6,19.7,21,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/06/03,24.1,20,21.6,24.1,20,21.6,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/07/03,24.1,19,21.9,24.1,19,21.9,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/08/03,24.1,21,22.8,24.1,21,22.8,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/09/03,25.1,20,22.4,25.1,20,22.4,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/10/03,24.6,21,23,24.6,21,23,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/11/03,24.9,21,22.8,24.9,21,22.9,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/12/03,24.3,21,22.6,24.3,21,22.6,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/13/03,26.7,21,24.3,29,21,24.4,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/14/03,30,21,25.3,31.9,21,25.9,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/15/03,31.1,20.6,26.2,33.8,20.6,27.3,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/16/03,27.9,20.9,24.1,28.5,20.9,24.3,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/17/03,24.3,15.8,20.2,24.3,15.8,20.2,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/18/03,24.1,16,21.1,24.1,16,21.1,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/19/03,27.1,17,22.4,27.8,17,22.4,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/20/03,28.1,19,23.3,29.7,19,23.5,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/21/03,28.2,19.1,24,30.9,19.1,24.6,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/22/03,27,21,23.7,27.5,21,23.7,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/23/03,24.1,17,20.6,24.1,17,20.6,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/24/03,22.2,12.1,18,22.2,12.1,18,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/25/03,29,18.1,23.1,30.8,18.1,23.4,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/26/03,28.1,18.1,22.1,31.3,18.1,22.3,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/27/03,27,16.1,21.3,27.5,16.1,21.3,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/28/03,19.2,13,16.9,19.2,13,16.9,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/29/03,28,16.7,22.3,30.7,16.7,22.7,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/30/03,19,14,16.3,19,14,16.4,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/31/03,21.1,11.1,16.6,21.1,11.1,16.6,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/01/03,19.1,15.1,17.2,19.1,15.1,17.2,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/02/03,20.2,15.1,18.6,20.2,15.1,18.6,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/03/03,22.1,17.1,19.5,22.1,17.1,19.5,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/04/03,22.6,16,19.3,22.6,16,19.3,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/05/03,21.6,13.8,17.6,21.6,13.8,17.6,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/06/03,24.7,12,17.7,24.7,12,17.7,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/07/03,25.1,17,20.3,25.1,17,20.3,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/08/03,20.1,16,18.3,20.1,16,18.3,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/09/03,20.1,14,17.5,20.1,14,17.5,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/10/03,22.1,16,19,22.1,16,19,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/11/03,23.1,15.1,19.5,23.1,15.1,19.5,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/12/03,22.1,19.6,20.8,22.1,19.6,20.8,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/13/03,21.1,18,20,21.1,18,20,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/14/03,24,20,21.2,24,20,21.2,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/15/03,22,16,19.5,22,16,19.5,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/16/03,23.1,14,18.2,23.1,14,18.2,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/17/03,21.2,14,18.8,21.2,14,18.8,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/18/03,21.1,16.9,19.4,21.1,16.9,19.4,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/19/03,20.1,17.1,19.3,20.1,17.1,19.3,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/20/03,20,13.6,17.1,20,13.6,17.1,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/21/03,18.1,10,15.6,18.1,10,15.6,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/22/03,19.1,15.8,17.3,19.1,15.8,17.4,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/23/03,19,15.3,17.2,19,15.3,17.2,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/24/03,20.2,12,16.9,20.2,12,17,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/25/03,19,12,15.3,19,12,15.3,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/26/03,17.1,10,14,17.1,10,14,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/27/03,18.1,15,16.7,18.1,15,16.7,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/28/03,17.1,11,14,17.1,11,14,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/29/03,14,7,11.3,14,4.9,10.9,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/30/03,14,6,9.2,14,3.3,7.9,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/01/03,11,4,7.4,11,1.2,5,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/02/03,10.9,3,5.9,10.9,-1.5,2.4,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/03/03,9.4,3,6.8,6.6,0.1,3.6,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/04/03,11,6,8.2,11,2.1,5.7,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/05/03,11.1,4,7.6,11.1,-0.2,4.9,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/06/03,10.1,2,6.1,10.1,0.5,4.6,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/07/03,14.2,3.1,7.6,14.2,2.6,6.9,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/08/03,22.4,6,11.3,22.4,5.4,11.1,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/09/03,19.2,8.2,13.2,19.2,7.6,13.2,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/10/03,15.2,12.1,14.3,15.2,12.1,14.3,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/11/03,16,11.7,14.2,16,11.7,14.2,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/12/03,20,10.1,13.9,20,10.1,13.9,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/13/03,16.1,6.6,10.7,16.1,5.2,10.4,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/14/03,15,7.2,11.5,15,6.9,11.4,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/15/03,13,9.8,10.9,13,6.6,10.7,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/16/03,11,7,8.9,11,2.6,6.7,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/17/03,10.3,5,7.7,10.3,2.5,6,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/18/03,8,5,6.7,7.4,4.1,5.5,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/19/03,8,5.9,6.9,5.8,3.4,4.6,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/20/03,13.2,3.9,8.9,13.2,3.9,8.7,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/21/03,17,6,11,17,2.4,10.1,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/22/03,6,4,4.5,2.9,-0.4,1,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/23/03,6,2,4,2.3,-1.9,0.3,Overcast,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/24/03,7.1,1.1,5,5.6,-1.4,2.5,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/25/03,10.3,7.1,8.4,10.3,4.8,6.9,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/26/03,10,7,8.6,10,5.6,7.4,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/27/03,8,4.9,6.8,8,1,5.3,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/28/03,10.1,2,7.3,10.1,-0.2,5.7,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/29/03,10,7,8.6,10,3.8,6.4,Rain, Overcast,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/30/03,11.1,6.6,8.4,11.1,2.9,5.6,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/31/03,14.2,7.9,10.9,14.2,5.8,10.2,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/01/03,17,8.1,11.7,17,6.9,11.5,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/02/03,9.1,7.1,8.3,8,3.9,5.8,Rain, Overcast,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/03/03,10,7,8.8,10,3.6,7.1,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/04/03,8.1,5,6,6.9,-1.4,1.2,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/05/03,12,5,8.3,12,1.8,6.8,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/06/03,7.1,3,5.8,6,1.1,4.1,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/07/03,7.8,1,4,3.1,-5.1,-0.8,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/08/03,2,-4.2,-0.6,0.5,-8.3,-4.4,Snow, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/09/03,5,-2.2,1.5,2.4,-6,-2.4,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/10/03,7.1,-0.4,3.4,4.9,-3.4,1,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/11/03,11.1,5,7.9,11.1,1.4,6.3,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/12/03,12,7,9.1,12,4.6,8,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/13/03,9,0,3.4,5.1,-8.3,-3.5,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/14/03,5,-2,1.6,1,-10.1,-4.1,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/15/03,5.1,0,2.9,2.9,-2.5,0.6,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/16/03,6.1,4.1,5.5,3.7,-0.5,1.8,Rain, Overcast,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/17/03,6,3.1,4.6,5.1,-1.2,2.1,Rain, Overcast,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/18/03,10.1,4.7,7.1,10.1,0.5,3.8,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/19/03,12.4,7,9.9,12.4,2.9,9,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/20/03,10.1,4,6.4,10.1,0.9,3.8,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/21/03,14,6,9,14,2.5,7.1,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/22/03,7.1,5,6,3.9,0.6,1.8,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/23/03,11,5.9,8,11,1.1,5.2,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/24/03,13.1,-0.6,7,13.1,-9.4,3.4,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/25/03,4,-1,1.9,-0.8,-7.8,-4.1,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/26/03,7.1,3.1,5.1,4,-0.8,1.6,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/27/03,6,2.3,4.7,6,0.1,2.3,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/28/03,6,1.4,4.5,6,-4.6,1,Rain, Overcast,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/29/03,4,0,1.9,-2.2,-7.8,-4.7,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/30/03,8,2.3,5.2,4.3,-5,-0.3,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,12/01/03,8,-1,2.5,3.2,-8.1,-3.6,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,12/02/03,-1,-7,-4.5,-7.7,-13.2,-10.4,Snow, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,12/03/03,1,-7,-2.8,-2,-10.8,-6.7,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,12/04/03,4.3,-2.2,0.6,1.7,-7.2,-2.8,Rain, Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,12/05/03,2,-4,-1.3,-2.8,-11.2,-7.7,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,12/06/03,-3,-7,-4.8,-3.9,-13.7,-9.6,Partially cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,
