name,datetime,Month,Day ,Year,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,conditions,conditions contd
Toronto,3/13/05,3,13,2005,-1.2,-6.3,-3.9,-5.9,-12,-8.8,Snow, Partially cloudy
Toronto,3/14/05,3,14,2005,0.5,-8.1,-3.5,-3.1,-13.7,-8.3,Clear,
Toronto,3/15/05,3,15,2005,3,-6,-1.3,-1.2,-11.2,-6.3,Clear,
Toronto,3/16/05,3,16,2005,3,-4.7,-0.4,0.1,-9.2,-4.7,Clear,
Toronto,3/17/05,3,17,2005,1.8,-1,0.3,0,-4.3,-1.7,Rain, Partially cloudy
Toronto,3/18/05,3,18,2005,2.5,-3,-0.3,0.4,-6.6,-2.5,Snow,
Toronto,3/19/05,3,19,2005,2.8,-2,0.8,-3.4,-6.7,-4.9,Rain,
Toronto,3/20/05,3,20,2005,2.1,0.8,1.5,2,-6.1,-3.4,Rain, Partially cloudy
Toronto,3/21/05,3,21,2005,6.7,0.6,2.8,4.2,-2.3,0.2,Rain,
Toronto,3/22/05,3,22,2005,6.5,-1,2.3,3.9,-4.4,-1.1,Clear,
Toronto,3/23/05,3,23,2005,1.3,-1,0.1,-3.7,-9.3,-6.5,Rain,
Toronto,3/24/05,3,24,2005,3.7,-0.9,1.3,0.2,-5.4,-2.5,Rain, Partially cloudy
Toronto,3/25/05,3,25,2005,4.7,-1.6,2.5,4.7,-5.6,-0.9,Clear,
Toronto,3/26/05,3,26,2005,4.4,-3.7,0.9,2.6,-7.6,-1.7,Clear,
Toronto,3/27/05,3,27,2005,6.4,-0.8,3.2,3.8,-1.2,1.2,Clear,
Toronto,3/28/05,3,28,2005,8,3.6,5.4,5.5,-0.8,1.9,Rain, Partially cloudy
Toronto,3/29/05,3,29,2005,9.5,3.9,6.9,9.5,0.9,5.3,Clear,
Toronto,3/30/05,3,30,2005,8.4,3.4,6.1,4.9,1.3,3.2,Clear,
Toronto,3/31/05,3,31,2005,13,5.7,8.6,13,0.5,5.9,Rain,
Toronto,4/01/05,4,1,2005,12.7,6.4,8.9,12.7,1.1,6.4,Rain,
Toronto,4/02/05,4,2,2005,7.2,1.3,3.7,2.9,-4.8,-1.8,Rain,
Toronto,4/03/05,4,3,2005,3.4,1.1,2.3,-2.1,-5.1,-3.7,Rain, Partially cloudy
Toronto,4/04/05,4,4,2005,11.7,2.3,6.7,11.7,-2.3,3.7,Rain,
Toronto,4/05/05,4,5,2005,10.8,4.7,7.6,10.8,2.4,5.9,Clear,
Toronto,4/06/05,4,6,2005,11.4,7.4,9.4,11.4,2.8,7.4,Clear,
Toronto,4/07/05,4,7,2005,10,6.8,8.3,10,4.5,6,Rain,
Toronto,4/08/05,4,8,2005,13.6,3.4,8.6,13.6,2.5,8.3,Rain,
Toronto,4/09/05,4,9,2005,12.4,6,8.9,12.4,3.1,7.2,Clear,
Toronto,4/10/05,4,10,2005,17.2,6.1,11.4,17.2,4.9,11,Clear,
Toronto,4/11/05,4,11,2005,11.7,3.7,6.4,11.7,-1.8,3.1,Rain,
Toronto,4/12/05,4,12,2005,7.4,3,5,5.4,-2.5,1.4,Rain,
Toronto,4/13/05,4,13,2005,11,4.6,7.7,11,0.6,5.2,Clear,
Toronto,4/14/05,4,14,2005,12.1,6.7,9.3,12.1,4.2,7.8,Clear,
Toronto,4/15/05,4,15,2005,10.2,5,8,10.2,-0.3,4.9,Rain,
Toronto,4/16/05,4,16,2005,17.2,6.7,11.5,17.2,3.7,10.4,Clear,
Toronto,4/17/05,4,17,2005,17.8,7.9,12.9,17.8,7.5,12.9,Clear,
Toronto,4/18/05,4,18,2005,15.3,10.4,12.8,15.3,10.4,12.8,Clear,
Toronto,4/19/05,4,19,2005,21.6,7.9,15,21.6,7.9,15,Clear,
Toronto,4/20/05,4,20,2005,17.4,6.3,12.7,17.4,3.2,11.8,Rain,
Toronto,4/21/05,4,21,2005,8.7,3.3,6.7,7.9,-1.3,4.2,Clear,
Toronto,4/22/05,4,22,2005,10.1,4.7,7.6,10.1,1,4.6,Rain,
Toronto,4/23/05,4,23,2005,8,6,7.3,5.2,1.6,3.1,Rain, Partially cloudy
Toronto,4/24/05,4,24,2005,6.1,1.2,4.2,4.1,-2.6,0.9,Rain, Partially cloudy
Toronto,4/25/05,4,25,2005,7.7,2.8,5.1,4.8,-2.6,0.7,Rain, Partially cloudy
Toronto,4/26/05,4,26,2005,13.6,5.4,9.8,13.6,2.7,8.8,Rain, Partially cloudy
Toronto,4/27/05,4,27,2005,12.2,7.8,9.8,12.2,4.7,8.2,Rain,
Toronto,4/28/05,4,28,2005,9,4.8,7.1,6.8,0.1,4.1,Rain, Partially cloudy
Toronto,4/29/05,4,29,2005,11.4,3,7.6,11.4,1,6.3,Rain,
Toronto,4/30/05,4,30,2005,8.6,6.7,7.4,7,3.2,4.7,Rain, Partially cloudy
Toronto,5/01/05,5,1,2005,11.7,4.3,7.9,11.7,2,6.1,Rain,
Toronto,5/02/05,5,2,2005,8.2,5.3,6.7,6.8,1,3.2,Rain, Partially cloudy
Toronto,5/03/05,5,3,2005,7.5,2.1,5.4,4.6,-1.1,2.2,Rain, Partially cloudy
Toronto,5/04/05,5,4,2005,9.2,4,6.3,6.5,1.3,4.5,Rain, Partially cloudy
Toronto,5/05/05,5,5,2005,11.9,3.7,8.2,11.9,3.3,7.5,Rain,
Toronto,5/06/05,5,6,2005,16.1,7,11,16.1,3.4,9.8,Clear,
Toronto,5/07/05,5,7,2005,15.8,8.5,12.3,15.8,5.8,11.8,Clear,
Toronto,5/08/05,5,8,2005,17.9,10.7,14.3,17.9,10.7,14.3,Clear,
Toronto,5/09/05,5,9,2005,15.3,10.5,13.4,15.3,10.5,13.4,Clear,
Toronto,5/10/05,5,10,2005,19.5,12.4,15.5,19.5,12.4,15.6,Clear,
Toronto,5/11/05,5,11,2005,22.5,10.1,15.6,22.5,10.1,15.6,Rain,
Toronto,5/12/05,5,12,2005,10,2.7,6.2,10,-2.2,3.5,Clear,
Toronto,5/13/05,5,13,2005,9,6,7.3,5.3,1.9,3.2,Rain,
Toronto,5/14/05,5,14,2005,17.8,7.7,12,17.8,4.8,11,Rain, Partially cloudy
Toronto,5/15/05,5,15,2005,14.4,8.8,11.9,14.4,6.7,11.8,Rain, Partially cloudy
Toronto,5/16/05,5,16,2005,12,7.8,9.9,12,4.9,8.7,Rain, Partially cloudy
Toronto,5/17/05,5,17,2005,12.5,6,9.7,12.5,4.9,9.1,Rain, Partially cloudy
Toronto,5/18/05,5,18,2005,14.5,6,11.1,14.5,3.7,10.4,Rain,
Toronto,5/19/05,5,19,2005,15.8,8.7,12.9,15.8,8.2,12.9,Clear,
Toronto,5/20/05,5,20,2005,18.4,12.3,15.3,18.4,12.3,15.3,Rain,
Toronto,5/21/05,5,21,2005,20.3,10.5,15.3,20.3,10.5,15.3,Clear,
Toronto,5/22/05,5,22,2005,12.8,10,11.5,12.8,10,11.5,Clear,
Toronto,5/23/05,5,23,2005,13,9.8,11.2,13,6.9,11,Rain, Partially cloudy
Toronto,5/24/05,5,24,2005,14,11,12.6,14,11,12.5,Rain, Partially cloudy
Toronto,5/25/05,5,25,2005,22.4,11.5,16.9,22.4,11.5,16.9,Rain,
Toronto,5/26/05,5,26,2005,21.6,12.9,17.4,21.6,12.9,17.4,Clear,
Toronto,5/27/05,5,27,2005,20.2,13,16.9,20.2,13,16.8,Rain,
Toronto,5/28/05,5,28,2005,18,11.7,14.9,18,11.7,14.9,Clear,
Toronto,5/29/05,5,29,2005,17.2,12,14.6,17.2,12,14.6,Rain,
Toronto,5/30/05,5,30,2005,21.2,10.1,15.6,21.2,10.1,15.6,Rain,
Toronto,5/31/05,5,31,2005,20.9,12,16.8,20.9,12,16.8,Clear,
Toronto,6/01/05,6,1,2005,25.1,13.5,19.2,25.1,13.5,19.2,Clear,
Toronto,6/02/05,6,2,2005,24.5,16.4,20.7,24.5,16.4,20.6,Clear,
Toronto,6/03/05,6,3,2005,21.4,17.2,19.3,21.4,17.2,19.3,Clear,
Toronto,6/04/05,6,4,2005,22,16.7,19.1,22,16.7,19.1,Partially cloudy,
Toronto,6/05/05,6,5,2005,26.1,17.5,21.3,26.1,17.5,21.3,Clear,
Toronto,6/06/05,6,6,2005,29.4,19.8,24.2,29.6,19.8,24.3,Rain,
Toronto,6/07/05,6,7,2005,30.7,18.6,25.3,31.1,18.6,25.4,Clear,
Toronto,6/08/05,6,8,2005,28.8,19.5,22.8,30,19.5,22.9,Clear,
Toronto,6/09/05,6,9,2005,27,18.8,22.7,28.7,18.8,23,Clear,
Toronto,6/10/05,6,10,2005,28.3,21.5,24.5,31.2,21.5,24.9,Rain,
Toronto,6/11/05,6,11,2005,30.5,21.5,25.1,34.7,21.5,26.3,Clear,
Toronto,6/12/05,6,12,2005,28.1,22.1,25.1,31.4,22.1,25.8,Rain,
Toronto,6/13/05,6,13,2005,27.9,22.1,24.3,31,22.1,24.6,Rain,
Toronto,6/14/05,6,14,2005,28.2,22,24.8,32,22,25.6,Rain,
Toronto,6/15/05,6,15,2005,24.5,18.1,21.4,24.5,18.1,21.4,Rain, Partially cloudy
Toronto,6/16/05,6,16,2005,17.8,15.1,16.1,17.8,15.1,16.1,Rain, Partially cloudy
Toronto,6/17/05,6,17,2005,21,13.5,17,21,13.5,17,Clear,
Toronto,6/18/05,6,18,2005,17.1,15.1,16.2,17.1,15.1,16.3,Rain, Partially cloudy
Toronto,6/19/05,6,19,2005,18.5,14.8,16.3,18.5,14.8,16.4,Rain, Partially cloudy
Toronto,6/20/05,6,20,2005,23.1,13.3,18,23.1,13.3,18,Rain,
Toronto,6/21/05,6,21,2005,27.3,15.1,21.2,28,15.1,21.3,Clear,
Toronto,6/22/05,6,22,2005,23.4,18,20.9,23.4,18,20.9,Clear,
Toronto,6/23/05,6,23,2005,25.2,12.8,19.6,25.2,12.8,19.6,Clear,
Toronto,6/24/05,6,24,2005,28.7,16.5,22.7,30.5,16.5,23,Clear,
Toronto,6/25/05,6,25,2005,31.8,20.2,25.8,35.4,20.2,26.4,Clear,
Toronto,6/26/05,6,26,2005,29.2,18.5,24.8,28.4,18.5,24.6,Clear,
Toronto,6/27/05,6,27,2005,29.3,21.2,25.5,30,21.2,25.7,Clear,
Toronto,6/28/05,6,28,2005,31.5,22.5,26.6,34.3,22.5,27.6,Clear,
Toronto,6/29/05,6,29,2005,29.2,23.5,25.9,31.2,23.5,26.5,Clear,
Toronto,6/30/05,6,30,2005,27.3,21.7,24.3,29.8,21.7,24.4,Clear,
Toronto,7/01/05,7,1,2005,29,16.1,23.6,29.4,16.1,23.6,Clear,
Toronto,7/02/05,7,2,2005,21.6,14.1,18,21.6,14.1,18,Clear,
Toronto,7/03/05,7,3,2005,23.9,15.3,20,23.9,15.3,20.1,Clear,
Toronto,7/04/05,7,4,2005,28.6,18.2,23.3,31.1,18.2,23.7,Rain,
Toronto,7/05/05,7,5,2005,27.1,21.1,23.5,28.7,21.1,23.6,Rain,
Toronto,7/06/05,7,6,2005,23.5,19.1,21.3,23.5,19.1,21.4,Clear,
Toronto,7/07/05,7,7,2005,24.4,18.7,22.1,24.4,18.7,22.1,Clear,
Toronto,7/08/05,7,8,2005,25.4,20,22.1,25.4,20,22.1,Clear,
Toronto,7/09/05,7,9,2005,30,19,24.5,29.1,19,24.1,Rain,
Toronto,7/10/05,7,10,2005,30.6,18.8,25,29.4,18.8,24.8,Clear,
Toronto,7/11/05,7,11,2005,32.2,22.4,27.4,34.9,22.4,28.3,Clear,
Toronto,7/12/05,7,12,2005,33.1,23.5,28.7,34.5,23.5,29.9,Rain,
Toronto,7/13/05,7,13,2005,32.8,25.4,28.5,35.6,25.4,30.4,Clear,
Toronto,7/14/05,7,14,2005,31,24.7,26.7,34.2,24.7,27.7,Rain,
Toronto,7/15/05,7,15,2005,28.7,23,25.5,30.7,23,26.1,Clear,
Toronto,7/16/05,7,16,2005,28.1,24,25.4,31.5,24,25.7,Rain,
Toronto,7/17/05,7,17,2005,27.8,23.1,25,31.5,23.1,25.4,Rain,
Toronto,7/18/05,7,18,2005,31.2,24.1,27.2,37.7,24.1,29.9,Rain,
Toronto,7/19/05,7,19,2005,30.8,23.1,26.8,31.2,23.1,27.1,Rain,
Toronto,7/20/05,7,20,2005,27.5,18.1,23.3,28,18.1,23.4,Clear,
Toronto,7/21/05,7,21,2005,31.2,22.1,26.7,33.1,22.1,27.9,Clear,
Toronto,7/22/05,7,22,2005,30.1,22.1,25.9,30.1,22.1,26,Rain,
Toronto,7/23/05,7,23,2005,29,19.1,24.2,28.1,19.1,24.2,Clear,
Toronto,7/24/05,7,24,2005,26.1,18.8,22.8,26.1,18.8,22.8,Rain,
Toronto,7/25/05,7,25,2005,34,22.8,28,33.5,22.8,27.6,Rain,
Toronto,7/26/05,7,26,2005,26.7,20.8,23.5,29.4,20.8,23.6,Rain,
Toronto,7/27/05,7,27,2005,23.1,18.1,20.5,23.1,18.1,20.5,Rain,
Toronto,7/28/05,7,28,2005,23.8,15.1,19.9,23.8,15.1,19.9,Rain,
Toronto,7/29/05,7,29,2005,25.6,15.1,21.1,25.6,15.1,21.1,Rain,
Toronto,7/30/05,7,30,2005,24.5,17.1,21.2,24.5,17.1,21.2,Clear,
Toronto,7/31/05,7,31,2005,27.2,19,22.9,27.4,19,22.9,Clear,
Toronto,8/01/05,8,1,2005,32.7,20.1,25.5,36.2,20.1,26.7,Rain,
Toronto,8/02/05,8,2,2005,27.9,21.5,23.9,30.3,21.5,24.1,Rain,
Toronto,8/03/05,8,3,2005,31.9,20.8,26.3,34.5,20.8,27.6,Rain,
Toronto,8/04/05,8,4,2005,31.3,22.5,26.5,35.3,22.5,28,Clear,
Toronto,8/05/05,8,5,2005,28,19.8,24.5,27.8,19.8,24.4,Rain,
Toronto,8/06/05,8,6,2005,26.5,16.1,21.8,26.5,16.1,21.9,Clear,
Toronto,8/07/05,8,7,2005,28.8,19.2,23.6,28.9,19.2,23.6,Clear,
Toronto,8/08/05,8,8,2005,30.1,20.3,24.8,30.6,20.3,25,Clear,
Toronto,8/09/05,8,9,2005,31,20.8,25.7,33.4,20.8,26.7,Clear,
Toronto,8/10/05,8,10,2005,30.9,22.1,24.7,33.7,22.1,25.2,Rain,
Toronto,8/11/05,8,11,2005,26.8,19.8,23.7,27.5,19.8,23.7,Rain,
Toronto,8/12/05,8,12,2005,25.2,21.1,22.8,25.2,21.1,22.9,Rain,
Toronto,8/13/05,8,13,2005,26.5,21.8,24,26.5,21.8,24,Rain,
Toronto,8/14/05,8,14,2005,23.1,19,20.9,23.1,19,20.9,Rain,
Toronto,8/15/05,8,15,2005,26.2,15.4,21.8,26.2,15.4,21.8,Rain,
Toronto,8/16/05,8,16,2005,27,16.5,22.5,27.3,16.5,22.5,Clear,
Toronto,8/17/05,8,17,2005,25.5,19,21.9,25.5,19,21.9,Clear,
Toronto,8/18/05,8,18,2005,23.1,18,20.8,23.1,18,20.8,Rain,
Toronto,8/19/05,8,19,2005,24.1,18.7,21.6,24.1,18.7,21.6,Rain,
Toronto,8/20/05,8,20,2005,23.5,20,21.9,23.5,20,21.9,Rain, Partially cloudy
Toronto,8/21/05,8,21,2005,28.7,20.1,23.4,28.6,20.1,23.4,Clear,
Toronto,8/22/05,8,22,2005,21.1,17.1,18.9,21.1,17.1,18.9,Partially cloudy,
Toronto,8/23/05,8,23,2005,22,15.3,18.7,22,15.3,18.8,Partially cloudy,
Toronto,8/24/05,8,24,2005,25,16.1,20.3,25,16.1,20.3,Rain,
Toronto,8/25/05,8,25,2005,24.7,16,20.6,24.7,16,20.6,Rain,
Toronto,8/26/05,8,26,2005,25.5,18.3,21.7,25.5,18.3,21.7,Clear,
Toronto,8/27/05,8,27,2005,23.8,20.1,21.7,23.8,20.1,21.7,Rain,
Toronto,8/28/05,8,28,2005,28.2,19.1,23.2,29.2,19.1,23.3,Rain,
Toronto,8/29/05,8,29,2005,27.1,19.8,23.4,28.6,19.8,23.6,Rain,
Toronto,8/30/05,8,30,2005,24.8,19,21.9,24.8,19,21.9,Clear,
Toronto,8/31/05,8,31,2005,26,19.3,21.8,26,19.3,21.7,Rain, Partially cloudy
Toronto,9/01/05,9,1,2005,26.8,17.1,22.1,27.3,17.1,22.1,Rain,
Toronto,9/02/05,9,2,2005,26,18.4,22,26,18.4,22,Clear,
Toronto,9/03/05,9,3,2005,26,16.3,20.7,26,16.3,20.7,Clear,
Toronto,9/04/05,9,4,2005,21.7,16.1,18.5,21.7,16.1,18.5,Clear,
Toronto,9/05/05,9,5,2005,22.5,15.3,19.1,22.5,15.3,19.1,Clear,
Toronto,9/06/05,9,6,2005,25.5,16.6,21.3,25.5,16.6,21.3,Clear,
Toronto,9/07/05,9,7,2005,26.8,16.8,21.8,27.2,16.8,21.8,Clear,
Toronto,9/08/05,9,8,2005,23.4,15.1,20.2,23.4,15.1,20.1,Rain,
Toronto,9/09/05,9,9,2005,24.5,14.5,19.8,24.5,14.5,19.8,Rain,
Toronto,9/10/05,9,10,2005,20.1,14.6,18.3,20.1,14.6,18.3,Clear,
Toronto,9/11/05,9,11,2005,24.2,15.6,20.1,24.2,15.6,20.2,Clear,
Toronto,9/12/05,9,12,2005,29.6,18.1,23.4,31.1,18.1,23.7,Clear,
Toronto,9/13/05,9,13,2005,28.5,17.8,23.3,30.3,17.8,23.7,Rain,
Toronto,9/14/05,9,14,2005,28.1,19.4,22.7,30,19.4,22.9,Rain,
Toronto,9/15/05,9,15,2005,24.6,17.1,20.8,24.6,17.1,20.9,Rain,
Toronto,9/16/05,9,16,2005,20,18,18.8,20,18,18.8,Rain, Partially cloudy
Toronto,9/17/05,9,17,2005,23.7,17.3,19.8,23.7,17.3,19.8,Rain,
Toronto,9/18/05,9,18,2005,24.5,14.1,19.8,24.5,14.1,19.8,Clear,
Toronto,9/19/05,9,19,2005,24.3,14.8,20.3,24.3,14.8,20.3,Clear,
Toronto,9/20/05,9,20,2005,23.3,17.5,21.4,23.3,17.5,21.4,Rain,
Toronto,9/21/05,9,21,2005,27,15.5,21,27.7,15.5,21,Clear,
Toronto,9/22/05,9,22,2005,23.5,17.5,20,23.5,17.5,20.1,Rain,
Toronto,9/23/05,9,23,2005,21,14.4,17.9,21,14.4,17.9,Rain,
Toronto,9/24/05,9,24,2005,18.1,11.4,15.3,18.1,11.4,15.3,Rain,
Toronto,9/25/05,9,25,2005,24.1,16.8,20.4,24.1,16.8,20.4,Rain,
Toronto,9/26/05,9,26,2005,21.3,14.1,19.1,21.3,14.1,19.1,Rain, Partially cloudy
Toronto,9/27/05,9,27,2005,19.5,10.1,15.1,19.5,10.1,15.1,Rain,
Toronto,9/28/05,9,28,2005,21.8,11.8,17.1,21.8,11.8,17.1,Clear,
Toronto,9/29/05,9,29,2005,20.8,9.8,14,20.8,7.7,13.9,Rain,
Toronto,9/30/05,9,30,2005,17.2,8,12.1,17.2,7.7,11.9,Clear,
Toronto,10/01/05,10,1,2005,21.6,10.1,15,21.6,10.1,15,Clear,
Toronto,10/02/05,10,2,2005,20.2,11.5,16,20.2,11.5,16,Rain,
Toronto,10/03/05,10,3,2005,23.4,14.2,18.3,23.4,14.2,18.3,Clear,
Toronto,10/04/05,10,4,2005,24.2,15.6,19.2,24.2,15.6,19.3,Clear,
Toronto,10/05/05,10,5,2005,23.4,15.8,19.1,23.4,15.8,19.1,Clear,
Toronto,10/06/05,10,6,2005,24.2,15.8,19.6,24.2,15.8,19.6,Clear,
Toronto,10/07/05,10,7,2005,18.1,10.3,13.1,18.1,10.3,13.1,Rain, Partially cloudy
Toronto,10/08/05,10,8,2005,14.3,7.1,10.1,14.3,3.4,8.6,Rain,
Toronto,10/09/05,10,9,2005,13.4,5.8,9.8,13.4,2.3,8.5,Rain,
Toronto,10/10/05,10,10,2005,13,10.6,12,13,10.6,12,Rain, Partially cloudy
Toronto,10/11/05,10,11,2005,14.8,11.3,13.2,14.8,11.3,13.1,Rain, Partially cloudy
Toronto,10/12/05,10,12,2005,14.1,12.1,12.8,14.1,12.1,12.8,Rain, Partially cloudy
Toronto,10/13/05,10,13,2005,14.1,12.1,13.4,14.1,12.1,13.5,Rain, Partially cloudy
Toronto,10/14/05,10,14,2005,16.5,13.8,14.6,16.5,13.8,14.6,Rain,
Toronto,10/15/05,10,15,2005,17.1,11.3,14.4,17.1,11.3,14.4,Rain,
Toronto,10/16/05,10,16,2005,12.1,10.3,11.4,12.1,10.3,11.4,Partially cloudy,
Toronto,10/17/05,10,17,2005,15.1,9.7,12,15.1,7.4,11.9,Clear,
Toronto,10/18/05,10,18,2005,14.3,10.3,12.7,14.3,10.3,12.7,Rain, Partially cloudy
Toronto,10/19/05,10,19,2005,17.1,6.8,11.2,17.1,4.3,10.6,Rain,
Toronto,10/20/05,10,20,2005,13.1,4,8,13.1,1.3,6.9,Rain,
Toronto,10/21/05,10,21,2005,10.8,5.4,8.1,10.8,2.3,6.2,Clear,
Toronto,10/22/05,10,22,2005,7.3,3.4,6.1,4.2,-1.3,1.9,Rain,
Toronto,10/23/05,10,23,2005,7,4.1,5.9,6.3,-0.6,3.3,Rain, Partially cloudy
Toronto,10/24/05,10,24,2005,9.2,6.1,7.2,5.5,1.8,3.8,Rain, Partially cloudy
Toronto,10/25/05,10,25,2005,8.3,6.1,7.2,5.8,2,3.5,Rain, Partially cloudy
Toronto,10/26/05,10,26,2005,9,6.1,7.2,6.4,2.5,4.4,Partially cloudy,
Toronto,10/27/05,10,27,2005,8.7,4.3,6.2,6.9,2,3.9,Partially cloudy,
Toronto,10/28/05,10,28,2005,7.3,2.7,5.2,7.1,0.2,3.7,Rain,
Toronto,10/29/05,10,29,2005,14,3.8,8.3,14,1.3,7.4,Clear,
Toronto,10/30/05,10,30,2005,15.5,6.6,10.4,15.5,3.5,9.2,Clear,
Toronto,10/31/05,10,31,2005,13.5,9.8,11.4,13.5,8.1,11.3,Rain,
Toronto,11/01/05,11,1,2005,12.7,7,11,12.7,3.4,10.4,Rain,
Toronto,11/02/05,11,2,2005,12,4.3,8.5,12,1.8,7.3,Rain,
Toronto,11/03/05,11,3,2005,18.5,10,13.7,18.5,10,13.8,Clear,
Toronto,11/04/05,11,4,2005,16.5,9.8,12.8,16.5,6.4,12.6,Clear,
Toronto,11/05/05,11,5,2005,13.5,10.9,11.9,13.5,10.9,12,Rain,
Toronto,11/06/05,11,6,2005,16.8,9,11.6,16.8,4.1,9.9,Rain, Partially cloudy
Toronto,11/07/05,11,7,2005,12.5,7.2,9.9,12.5,3.1,8.2,Partially cloudy,
Toronto,11/08/05,11,8,2005,11.5,7,9.3,11.5,3.6,8.3,Clear,
Toronto,11/09/05,11,9,2005,13.4,6,8.7,13.4,0.7,5.6,Rain, Partially cloudy
Toronto,11/10/05,11,10,2005,8,3.6,5.2,3.6,-3,0.1,Partially cloudy,
Toronto,11/11/05,11,11,2005,9,3.3,6,7.5,-0.2,3.6,Clear,
Toronto,11/12/05,11,12,2005,12.9,4.8,9.1,12.9,3,8.9,Rain,
Toronto,11/13/05,11,13,2005,14.5,9.5,11.9,14.5,7.5,11.8,Clear,
Toronto,11/14/05,11,14,2005,10,5.8,7.4,10,1.5,4.4,Clear,
Toronto,11/15/05,11,15,2005,8.8,6,6.9,4.6,0.5,2,Rain, Partially cloudy
Toronto,11/16/05,11,16,2005,15.2,2,8.1,15.2,-5.1,4.2,Rain, Partially cloudy
Toronto,11/17/05,11,17,2005,3,-2,0.6,-2.8,-8,-6.1,Partially cloudy,
Toronto,11/18/05,11,18,2005,1.1,-3.7,-1.8,-4,-9.6,-7.1,Snow,
Toronto,11/19/05,11,19,2005,7.3,0.5,4.5,4.6,-4,0.6,Rain,
Toronto,11/20/05,11,20,2005,10.5,4.7,7.3,10.5,1.4,4.7,Clear,
Toronto,11/21/05,11,21,2005,7.1,4.9,5.6,3.4,0,1.8,Partially cloudy,
Toronto,11/22/05,11,22,2005,5,-4.9,0.2,3,-12.2,-5.8,Clear,
Toronto,11/23/05,11,23,2005,0.1,-6.9,-3.3,-4.5,-12.5,-8.3,Snow,
Toronto,11/24/05,11,24,2005,1.3,-8.7,-4.3,-4.5,-20.3,-12.7,Snow,
Toronto,11/25/05,11,25,2005,-0.5,-10.9,-4.9,-6.9,-20.7,-12.1,Snow,
Toronto,11/26/05,11,26,2005,-1,-4,-2.6,-1.2,-10.2,-5.6,Snow, Partially cloudy
Toronto,11/27/05,11,27,2005,4.1,-1.1,2,-0.4,-6.2,-3.4,Rain,
Toronto,11/28/05,11,28,2005,16.9,4.1,9.3,16.9,-1.5,7.4,Rain, Partially cloudy
Toronto,11/29/05,11,29,2005,16.2,6,9.8,16.2,1.3,7.9,Rain, Partially cloudy
Toronto,11/30/05,11,30,2005,5.8,2,3,0.6,-3.4,-2,Partially cloudy,
Toronto,12/01/05,12,1,2005,2.8,1,2.1,2.8,-3.6,0,Partially cloudy,
Toronto,12/02/05,12,2,2005,1,-3,-0.8,-2.7,-11.1,-7.2,Snow,
Toronto,12/03/05,12,3,2005,0,-4,-2.5,-6.5,-10.7,-9,Snow,
Toronto,12/04/05,12,4,2005,0,-4,-2.2,-5.9,-9.6,-7.6,Snow, Partially cloudy
Toronto,12/05/05,12,5,2005,-1.8,-4,-3,-6.3,-11.8,-8.9,Partially cloudy,
Toronto,12/06/05,12,6,2005,-3.7,-6.7,-4.8,-4,-15.1,-12.1,Clear,
Toronto,12/07/05,12,7,2005,-3.5,-8.7,-5.4,-3.7,-16.4,-11.6,Clear,
Toronto,12/08/05,12,8,2005,-0.6,-9.9,-3.4,-4,-13.1,-7.3,Snow,
Toronto,12/09/05,12,9,2005,1,-3.9,-1,-3.9,-10.8,-7.2,Snow, Partially cloudy
Toronto,12/10/05,12,10,2005,0.3,-4.6,-1.7,-6.3,-13.8,-9.9,Partially cloudy,
Toronto,12/11/05,12,11,2005,1,-5.9,-1.4,-3.1,-13.4,-7.3,Snow, Partially cloudy
Toronto,12/12/05,12,12,2005,-6.9,-12.9,-9.8,-10,-20.7,-16.6,Clear,
Toronto,12/13/05,12,13,2005,-3.9,-11,-7.6,-5.2,-16.8,-10.9,Clear,
Toronto,12/14/05,12,14,2005,-3,-7.4,-5,-9,-13.4,-11.6,Snow,
Toronto,12/15/05,12,15,2005,0.6,-7.1,-1.9,-3.2,-13.2,-8,Snow,
Toronto,12/16/05,12,16,2005,2,-1.9,0.3,-1.9,-9.9,-5.6,Rain,
Toronto,12/17/05,12,17,2005,-1.2,-3.7,-2.3,-8,-11.6,-9.9,Partially cloudy,
Toronto,12/18/05,12,18,2005,-3,-5,-3.9,-9.8,-13.1,-10.9,Partially cloudy,
Toronto,12/19/05,12,19,2005,-3,-7.8,-5.7,-11.7,-18.2,-14.6,Clear,
Toronto,12/20/05,12,20,2005,-2,-8.6,-5.6,-7,-19.3,-13.1,Snow, Partially cloudy
Toronto,12/21/05,12,21,2005,-1.7,-8,-3.9,-7.7,-12.4,-10.5,Partially cloudy,
Toronto,12/22/05,12,22,2005,3,-3.3,-0.5,-3.1,-11.2,-7.9,Partially cloudy,
Toronto,12/23/05,12,23,2005,3.8,2.1,2.9,0.1,-3.5,-2.3,Rain, Partially cloudy
Toronto,12/24/05,12,24,2005,4.8,2.8,3.9,4.8,-1.1,2.1,Partially cloudy,
Toronto,12/25/05,12,25,2005,4.8,1.3,3.7,1.7,-4.3,-0.6,Rain, Partially cloudy
Toronto,12/26/05,12,26,2005,2.2,-0.7,1,-1.5,-7.4,-4.3,Rain, Partially cloudy
Toronto,12/27/05,12,27,2005,2.1,-0.9,1.1,1.7,-5.8,-2.5,Partially cloudy,
Toronto,12/28/05,12,28,2005,3.1,1.9,2.5,0.1,-4.4,-2.4,Partially cloudy,
